-0.1,-0.25821,-0.25678,-0.2631,-0.26143,-0.26159,-0.26286,-0.25657
-0.08,-0.20734,-0.20618,-0.21048,-0.20915,-0.20927,-0.21029,-0.20526
-0.06,-0.15609,-0.15518,-0.15786,-0.15686,-0.15696,-0.15772,-0.15395
-0.04,-0.10445,-0.10385,-0.10524,-0.10458,-0.10464,-0.10515,-0.10264
-0.02,-0.052422,-0.052146,-0.05262,-0.05229,-0.052322,-0.052575,-0.051319
0,0,0,0,0,0,0,0
0.02,0.05282,0.052429,0.05262,0.052292,0.052324,0.052577,0.051321
0.04,0.10604,0.10533,0.10524,0.10459,0.10465,0.10516,0.10264
0.06,0.15967,0.1586,0.15786,0.15688,0.15698,0.15774,0.15397
0.08,0.21372,0.21223,0.21048,0.20918,0.20931,0.21032,0.20529
0.1,0.26818,0.26623,0.2631,0.26148,0.26164,0.2629,0.25662
