prob_id,QoISNf,QoIVEFf,QoISNa,QoIVEFa,dsigt,dsigs,dq,dinc,dQoISNf,dQoIVEFf,dQoISNa,dQoIVEFa,Ediff
19,1.9999,1.9999,1.9999,1.9999,0,-0.08,0,0,-0.14811,-0.14812,-0.15996,-0.15997,0.00030693
19,1.9999,1.9999,1.9999,1.9999,0,-0.07,0,0,-0.13081,-0.13082,-0.13996,-0.13997,0.00027006
19,1.9999,1.9999,1.9999,1.9999,0,-0.06,0,0,-0.11318,-0.11319,-0.11997,-0.11997,0.00023278
19,1.9999,1.9999,1.9999,1.9999,0,-0.05,0,0,-0.095215,-0.095219,-0.099974,-0.099978,0.00019508
19,1.9999,1.9999,1.9999,1.9999,0,-0.04,0,0,-0.076904,-0.076907,-0.079979,-0.079983,0.00015695
19,1.9999,1.9999,1.9999,1.9999,0,-0.03,0,0,-0.058238,-0.05824,-0.059984,-0.059987,0.00011838
19,1.9999,1.9999,1.9999,1.9999,0,-0.02,0,0,-0.039206,-0.039207,-0.03999,-0.039991,7.9377e-05
19,1.9999,1.9999,1.9999,1.9999,0,-0.01,0,0,-0.019797,-0.019798,-0.019995,-0.019996,3.9926e-05
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0,0,0,0,0,0
19,1.9999,1.9999,1.9999,1.9999,0,0.01,0,0,0.020197,0.020198,0.019995,0.019996,4.041e-05
19,1.9999,1.9999,1.9999,1.9999,0,0.02,0,0,0.040805,0.040807,0.03999,0.039991,8.1314e-05
19,1.9999,1.9999,1.9999,1.9999,0,0.03,0,0,0.061839,0.061842,0.059984,0.059987,0.00012272
19,1.9999,1.9999,1.9999,1.9999,0,0.04,0,0,0.08331,0.083314,0.079979,0.079983,0.00016464
19,1.9999,1.9999,1.9999,1.9999,0,0.05,0,0,0.10523,0.10524,0.099974,0.099978,0.00020708
19,1.9999,1.9999,1.9999,1.9999,0,0.06,0,0,0.12762,0.12763,0.11997,0.11997,0.00025006
19,1.9999,1.9999,1.9999,1.9999,0,0.07,0,0,0.15049,0.1505,0.13996,0.13997,0.00029357
19,1.9999,1.9999,1.9999,1.9999,0,0.08,0,0,0.17386,0.17387,0.15996,0.15997,0.00033764
19,1.9999,1.9999,1.9999,1.9999,0,0.09,0,0,0.19774,0.19775,0.17995,0.17996,0.00038228
19,1.9999,1.9999,1.9999,1.9999,0,0.1,0,0,0.22215,0.22217,0.19995,0.19996,0.00042749
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.1,0,-0.19999,-0.19999,-0.19999,-0.19999,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.09,0,-0.17999,-0.17999,-0.17999,-0.17999,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.08,0,-0.15999,-0.15999,-0.15999,-0.15999,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.07,0,-0.13999,-0.13999,-0.13999,-0.13999,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.06,0,-0.11999,-0.11999,-0.11999,-0.11999,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.05,0,-0.099994,-0.099994,-0.099994,-0.099994,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.04,0,-0.079995,-0.079995,-0.079995,-0.079995,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.03,0,-0.059996,-0.059996,-0.059996,-0.059996,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.02,0,-0.039998,-0.039998,-0.039998,-0.039998,2.864e-11
19,1.9999,1.9999,1.9999,1.9999,0,0,-0.01,0,-0.019999,-0.019999,-0.019999,-0.019999,1.1815e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0,0,0,0,0,0
19,1.9999,1.9999,1.9999,1.9999,0,0,0.01,0,0.019999,0.019999,0.019999,0.019999,1.0043e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.02,0,0.039998,0.039998,0.039998,0.039998,1.1562e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.03,0,0.059996,0.059996,0.059996,0.059996,1.114e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.04,0,0.079995,0.079995,0.079995,0.079995,1.1562e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.05,0,0.099994,0.099994,0.099994,0.099994,1.0549e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.06,0,0.11999,0.11999,0.11999,0.11999,1.1393e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.07,0,0.13999,0.13999,0.13999,0.13999,1.2237e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.08,0,0.15999,0.15999,0.15999,0.15999,1.2406e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.09,0,0.17999,0.17999,0.17999,0.17999,1.4094e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0.1,0,0.19999,0.19999,0.19999,0.19999,1.3166e-16
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0,0,0,0,0,0
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.01,2.4426e-06,4.5809e-07,2.4426e-06,4.5809e-07,0.00033603
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.02,4.8852e-06,9.1617e-07,4.8852e-06,9.1617e-07,0.0006684
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.03,7.3277e-06,1.3743e-06,7.3277e-06,1.3743e-06,0.00099721
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.04,9.7703e-06,1.8323e-06,9.7703e-06,1.8323e-06,0.0013225
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.05,1.2213e-05,2.2904e-06,1.2213e-05,2.2904e-06,0.0016445
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.06,1.4655e-05,2.7485e-06,1.4655e-05,2.7485e-06,0.0019631
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.07,1.7098e-05,3.2066e-06,1.7098e-05,3.2066e-06,0.0022785
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.08,1.9541e-05,3.6647e-06,1.9541e-05,3.6647e-06,0.0025907
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.09,2.1983e-05,4.1228e-06,2.1983e-05,4.1228e-06,0.0028999
19,1.9999,1.9999,1.9999,1.9999,0,0,0,0.1,2.4426e-05,4.5809e-06,2.4426e-05,4.5809e-06,0.003206


