prob_id,QoISNf,QoIVEFf,QoISNa,QoIVEFa,dsigt,dsigs,dq,dinc,dQoISNf,dQoIVEFf,dQoISNa,dQoIVEFa,Ediff
22,1.9999,1.9999,1.9999,1.9999,0,-0.08,0,0,-0.14779,-0.14795,-0.15954,-0.15973,0.0016156
22,1.9999,1.9999,1.9999,1.9999,0,-0.07,0,0,-0.13052,-0.13066,-0.1396,-0.13977,0.0014184
22,1.9999,1.9999,1.9999,1.9999,0,-0.06,0,0,-0.11292,-0.11305,-0.11966,-0.1198,0.00122
22,1.9999,1.9999,1.9999,1.9999,0,-0.05,0,0,-0.094993,-0.095101,-0.099714,-0.099834,0.0010201
22,1.9999,1.9999,1.9999,1.9999,0,-0.04,0,0,-0.076721,-0.076809,-0.079771,-0.079867,0.00081895
22,1.9999,1.9999,1.9999,1.9999,0,-0.03,0,0,-0.058096,-0.058164,-0.059829,-0.0599,0.00061637
22,1.9999,1.9999,1.9999,1.9999,0,-0.02,0,0,-0.039108,-0.039154,-0.039886,-0.039933,0.00041238
22,1.9999,1.9999,1.9999,1.9999,0,-0.01,0,0,-0.019747,-0.01977,-0.019943,-0.019967,0.00020693
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0,0,0,0,0,0
22,1.9999,1.9999,1.9999,1.9999,0,0.01,0,0,0.020143,0.020167,0.019943,0.019967,0.00020844
22,1.9999,1.9999,1.9999,1.9999,0,0.02,0,0,0.040695,0.040744,0.039886,0.039933,0.00041843
22,1.9999,1.9999,1.9999,1.9999,0,0.03,0,0,0.061667,0.061743,0.059829,0.0599,0.00063
22,1.9999,1.9999,1.9999,1.9999,0,0.04,0,0,0.083073,0.083177,0.079771,0.079867,0.00084319
22,1.9999,1.9999,1.9999,1.9999,0,0.05,0,0,0.10493,0.10506,0.099714,0.099834,0.001058
22,1.9999,1.9999,1.9999,1.9999,0,0.06,0,0,0.12724,0.12741,0.11966,0.1198,0.0012746
22,1.9999,1.9999,1.9999,1.9999,0,0.07,0,0,0.15003,0.15023,0.1396,0.13977,0.0014928
22,1.9999,1.9999,1.9999,1.9999,0,0.08,0,0,0.17332,0.17354,0.15954,0.15973,0.0017128
22,1.9999,1.9999,1.9999,1.9999,0,0.09,0,0,0.19711,0.19737,0.17949,0.1797,0.0019347
22,1.9999,1.9999,1.9999,1.9999,0,0.1,0,0,0.22143,0.22172,0.19943,0.19967,0.0021584
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.1,0,-0.19945,-0.19969,-0.19945,-0.19969,0.002192
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.09,0,-0.17951,-0.17972,-0.17951,-0.17972,0.0019622
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.08,0,-0.15956,-0.15975,-0.15956,-0.15975,0.0017348
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.07,0,-0.13962,-0.13978,-0.13962,-0.13978,0.00151
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.06,0,-0.11967,-0.11982,-0.11967,-0.11982,0.0012875
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.05,0,-0.099727,-0.099846,-0.099727,-0.099846,0.0010674
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.04,0,-0.079781,-0.079877,-0.079781,-0.079877,0.00084954
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.03,0,-0.059836,-0.059908,-0.059836,-0.059908,0.00063394
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.02,0,-0.039891,-0.039938,-0.039891,-0.039938,0.00042051
22,1.9999,1.9999,1.9999,1.9999,0,0,-0.01,0,-0.019945,-0.019969,-0.019945,-0.019969,0.00020922
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0,0,0,0,0,0
22,1.9999,1.9999,1.9999,1.9999,0,0,0.01,0,0.019945,0.019969,0.019945,0.019969,0.00020719
22,1.9999,1.9999,1.9999,1.9999,0,0,0.02,0,0.039891,0.039938,0.039891,0.039938,0.00041239
22,1.9999,1.9999,1.9999,1.9999,0,0,0.03,0,0.059836,0.059908,0.059836,0.059908,0.00061565
22,1.9999,1.9999,1.9999,1.9999,0,0,0.04,0,0.079781,0.079877,0.079781,0.079877,0.00081701
22,1.9999,1.9999,1.9999,1.9999,0,0,0.05,0,0.099727,0.099846,0.099727,0.099846,0.0010165
22,1.9999,1.9999,1.9999,1.9999,0,0,0.06,0,0.11967,0.11982,0.11967,0.11982,0.0012142
22,1.9999,1.9999,1.9999,1.9999,0,0,0.07,0,0.13962,0.13978,0.13962,0.13978,0.0014101
22,1.9999,1.9999,1.9999,1.9999,0,0,0.08,0,0.15956,0.15975,0.15956,0.15975,0.0016043
22,1.9999,1.9999,1.9999,1.9999,0,0,0.09,0,0.17951,0.17972,0.17951,0.17972,0.0017968
22,1.9999,1.9999,1.9999,1.9999,0,0,0.1,0,0.19945,0.19969,0.19945,0.19969,0.0019876
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0,0,0,0,0,0
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.01,2.4426e-06,4.5809e-07,2.4426e-06,4.5809e-07,0.00033603
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.02,4.8852e-06,9.1617e-07,4.8852e-06,9.1617e-07,0.0006684
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.03,7.3277e-06,1.3743e-06,7.3277e-06,1.3743e-06,0.00099721
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.04,9.7703e-06,1.8323e-06,9.7703e-06,1.8323e-06,0.0013225
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.05,1.2213e-05,2.2904e-06,1.2213e-05,2.2904e-06,0.0016445
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.06,1.4655e-05,2.7485e-06,1.4655e-05,2.7485e-06,0.0019631
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.07,1.7098e-05,3.2066e-06,1.7098e-05,3.2066e-06,0.0022785
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.08,1.9541e-05,3.6647e-06,1.9541e-05,3.6647e-06,0.0025907
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.09,2.1983e-05,4.1228e-06,2.1983e-05,4.1228e-06,0.0028999
22,1.9999,1.9999,1.9999,1.9999,0,0,0,0.1,2.4426e-05,4.5809e-06,2.4426e-05,4.5809e-06,0.003206



